HK.01129,中国水业集团,3409240
HK.01298,天美(控股),3405460
HK.06128,泛亚国际,3404620
HK.00431,大中华金融,3379848
HK.01518,新世纪医疗,3351300
HK.00107,四川成渝高速公路,3345080
HK.08511,ZC TECH GP,3327440
HK.01708,三宝科技,3303500
HK.00028,天安,3271124
HK.00164,中国宝力科技,3268700
HK.00943,意科控股,3258735
HK.00802,中国钱包,3254890
HK.00807,上海实业环境,3247400
HK.08082,仁智国际集团,3243200
HK.08158,中国再生医学,3220985
HK.00845,恒盛地产,3203820
HK.01070,TCL多媒体,3194740
HK.03399,粤运交通,3188350
HK.00577,十三集团,3163523
HK.06836,天韵国际控股,3160860
HK.08232,CLASSIFIED GP,3120850
HK.01332,中国透云,3117470
HK.01111,创兴银行,3102288
HK.01830,必瘦站,3065720
HK.00546,阜丰集团,3061985
HK.02083,大自然家居,3050010
HK.08266,卓信国际控股,3028928
HK.00162,世纪金花,3022310
HK.00808,泓富产业信托,3019030
HK.01065,天津创业环保股份,2996620
HK.02033,时计宝,2992660
HK.00041,鹰君,2981800
HK.00035,远东发展,2980970
HK.03989,首创环境,2966238
HK.02283,东江集团控股,2962420
HK.00256,冠城钟表珠宝,2928200
HK.02014,浩泽净水,2917650
HK.00611,中国核能科技,2915000
HK.00353,能源国际投资,2913780
HK.01706,双运控股,2907250
HK.00231,平安证券集团控股,2872780
HK.01415,高伟电子,2842237
HK.02000,晨讯科技,2793860
HK.08287,ZIONCOM,2785000
HK.00133,招商局中国基金,2773160
HK.01639,安捷利实业,2764600
HK.00034,九龙建业,2740580
HK.01678,中创环球,2690824
HK.00053,国浩集团,2690000
HK.01982,南旋控股,2670690
HK.01314,翠华控股,2653580
HK.00980,联华超市,2643310
HK.00702,中国油气控股,2639080
HK.01908,建发国际(一千),2631610
HK.00434,博雅互动,2611900
HK.01420,川控股,2596240
HK.00182,协合新能源,2577000
HK.01009,国际娱乐,2566360
HK.08325,中国支付通,2526800
HK.01609,创建集团控股,2515800
HK.00689,长盈集团(控股),2506616
HK.00235,中策集团,2497485
HK.00686,熊猫绿能,2496780
HK.01432,中国圣牧,2485370
HK.00061,绿领控股,2478452
HK.08037,中国生物科技服务,2468260
HK.06038,信越控股,2456700
HK.08137,洪桥集团,2452500
HK.00997,普汇中金国际,2431550
HK.08536,TL NATURAL GAS,2430100
HK.03081,价值黄金,2415082
HK.01220,志道国际,2399400
HK.00468,纷美包装,2397350
HK.02337,众诚能源,2367120
HK.01387,人和商业,2349108
HK.00129,泛海集团,2335250
HK.01526,瑞慈医疗,2312690
HK.00058,新威国际,2311435
HK.08073,兴业新材料,2298840
HK.00286,同佳健康,2295305
HK.01188,正道集团,2285174
HK.03303,巨涛海洋石油服务,2276200
HK.06168,中国优通,2268900
HK.01671,天保能源,2260640
HK.00503,朗生医药,2253790
HK.08136,英马斯集团,2226200
HK.00787,利标品牌,2220847
HK.01575,慕容控股,2204020
HK.00509,世纪阳光,2194342
HK.00894,万裕科技,2167080
HK.00703,佳景集团,2157000
HK.01591,汛和集团,2156660
HK.01557,剑虹集团控股,2152920
HK.06830,华众车载,2107560
HK.00821,汇盈控股,2103840
HK.01676,中国升海食品,2099080
HK.01509,和美医疗,2089000
HK.01115,西藏水资源,2088340
HK.01742,HPC HOLDINGS,2078300
HK.01848,中国飞机租赁,2076945
HK.00994,恒诚建筑,2065800
HK.00391,美亚娱乐资讯,2039750
HK.01107,当代置业,2032610
HK.02139,甘肃银行,2017160
HK.03336,巨腾国际,1995467
HK.01589,中国物流资产,1990945
HK.00850,投融长富,1983616
HK.08300,皇玺餐饮集团,1980520
HK.00568,山东墨龙,1980216
HK.00108,国锐地产,1964588
HK.01039,鑫网易商,1941550
HK.01375,中州证券,1921650
HK.01803,北京体育文化,1921075
HK.08421,永顺控股香港,1919600
HK.00996,嘉年华国际,1907650
HK.08328,信义香港,1906586
HK.01663,汉港控股,1906450
HK.01090,大明国际,1903500
HK.01175,鲜驰达控股,1893972
HK.00928,莲和医疗,1887614
HK.00052,大快活,1877550
HK.02236,惠生工程,1873372
HK.00426,万华媒体,1858060
HK.00886,银基集团,1851572
HK.00521,CWT INT’L,1845000
HK.00603,中油燃气,1843400
HK.00719,山东新华制药股份,1842660
HK.01373,国际家居零售,1827330
HK.00169,万达酒店发展,1801610
HK.02722,重庆机电,1790180
HK.00296,英皇娱乐酒店,1783050
HK.02199,维珍妮,1769730
HK.01866,中国心连心化肥,1768940
HK.01822,弘达金融控股,1766100
HK.03939,万国国际矿业,1758340
HK.00718,太和控股,1749550
HK.03683,荣丰联合控股,1747450
HK.00882,天津发展,1743120
HK.00735,中国电力清洁能源,1731775
HK.08147,汇思太平洋,1730844
HK.00098,兴发铝业,1726950
HK.08427,瑞强集团,1723120
HK.01281,隆基泰和智慧能源,1719560
HK.00364,区块链集团,1714551
HK.08462,桥英控股,1713600
HK.02113,东盈控股,1711800
HK.08293,星亚控股,1706000
HK.00357,航基股份,1696450
HK.00553,南京熊猫电子股份,1686460
HK.00126,佳宁娜,1683440
HK.01181,唐宫中国,1677420
HK.00573,稻香控股,1675230
HK.01546,德莱建业,1665520
HK.01610,中粮肉食,1654060
HK.00030,万隆控股集团,1642180
HK.01252,中国天瑞水泥,1638720
HK.00258,汤臣集团,1638700
HK.01172,勤达集团国际,1635700
HK.01560,星星地产,1627580
